continent,region,osm_pbf,subregion
asia,China,https://download.geofabrik.de/asia/china/heilongjiang-latest.osm.pbf,Heilongjiang
asia,China,https://download.geofabrik.de/asia/china/henan-latest.osm.pbf,Henan
asia,China,https://download.geofabrik.de/asia/china/hong-kong-latest.osm.pbf,Hong Kong
asia,China,https://download.geofabrik.de/asia/china/hubei-latest.osm.pbf,Hubei
asia,China,https://download.geofabrik.de/asia/china/hunan-latest.osm.pbf,Hunan
asia,China,https://download.geofabrik.de/asia/china/inner-mongolia-latest.osm.pbf,Inner Mongolia
asia,China,https://download.geofabrik.de/asia/china/jiangsu-latest.osm.pbf,Jiangsu
asia,China,https://download.geofabrik.de/asia/china/jiangxi-latest.osm.pbf,Jiangxi
asia,China,https://download.geofabrik.de/asia/china/jilin-latest.osm.pbf,Jilin
asia,China,https://download.geofabrik.de/asia/china/liaoning-latest.osm.pbf,Liaoning
asia,China,https://download.geofabrik.de/asia/china/macau-latest.osm.pbf,Macau
asia,China,https://download.geofabrik.de/asia/china/ningxia-latest.osm.pbf,Ningxia
asia,China,https://download.geofabrik.de/asia/china/qinghai-latest.osm.pbf,Qinghai
asia,China,https://download.geofabrik.de/asia/china/shaanxi-latest.osm.pbf,Shaanxi
asia,China,https://download.geofabrik.de/asia/china/shandong-latest.osm.pbf,Shandong
asia,China,https://download.geofabrik.de/asia/china/shanghai-latest.osm.pbf,Shanghai
asia,China,https://download.geofabrik.de/asia/china/shanxi-latest.osm.pbf,Shanxi
asia,China,https://download.geofabrik.de/asia/china/sichuan-latest.osm.pbf,Sichuan
asia,China,https://download.geofabrik.de/asia/china/tianjin-latest.osm.pbf,Tianjin
asia,China,https://download.geofabrik.de/asia/china/tibet-latest.osm.pbf,Tibet
asia,China,https://download.geofabrik.de/asia/china/xinjiang-latest.osm.pbf,Xinjiang
asia,China,https://download.geofabrik.de/asia/china/yunnan-latest.osm.pbf,Yunnan
asia,China,https://download.geofabrik.de/asia/china/zhejiang-latest.osm.pbf,Zhejiang
asia,East Timor,https://download.geofabrik.de/asia/east-timor-latest.osm.pbf,
asia,GCC States,https://download.geofabrik.de/asia/gcc-states-latest.osm.pbf,
asia,India,https://download.geofabrik.de/asia/india/central-zone-latest.osm.pbf,Central Zone
asia,India,https://download.geofabrik.de/asia/india/eastern-zone-latest.osm.pbf,Eastern Zone
asia,India,https://download.geofabrik.de/asia/india/north-eastern-zone-latest.osm.pbf,North-Eastern Zone
asia,India,https://download.geofabrik.de/asia/india/northern-zone-latest.osm.pbf,Northern Zone
asia,India,https://download.geofabrik.de/asia/india/southern-zone-latest.osm.pbf,Southern Zone
asia,India,https://download.geofabrik.de/asia/india/western-zone-latest.osm.pbf,Western Zone
asia,Indonesia (with East Timor),https://download.geofabrik.de/asia/indonesia/java-latest.osm.pbf,Java
asia,Indonesia (with East Timor),https://download.geofabrik.de/asia/indonesia/kalimantan-latest.osm.pbf,Kalimantan
asia,Indonesia (with East Timor),https://download.geofabrik.de/asia/indonesia/maluku-latest.osm.pbf,Maluku
asia,Indonesia (with East Timor),https://download.geofabrik.de/asia/indonesia/nusa-tenggara-latest.osm.pbf,Nusa-Tenggara
asia,Indonesia (with East Timor),https://download.geofabrik.de/asia/indonesia/papua-latest.osm.pbf,Papua
asia,Indonesia (with East Timor),https://download.geofabrik.de/asia/indonesia/sulawesi-latest.osm.pbf,Sulawesi
asia,Indonesia (with East Timor),https://download.geofabrik.de/asia/indonesia/sumatra-latest.osm.pbf,Sumatra
asia,Iran,https://download.geofabrik.de/asia/iran-latest.osm.pbf,
asia,Iraq,https://download.geofabrik.de/asia/iraq-latest.osm.pbf,
asia,Israel and Palestine,https://download.geofabrik.de/asia/israel-and-palestine-latest.osm.pbf,
asia,Japan,https://download.geofabrik.de/asia/japan/chubu-latest.osm.pbf,Chūbu region
asia,Japan,https://download.geofabrik.de/asia/japan/chugoku-latest.osm.pbf,Chūgoku region
asia,Japan,https://download.geofabrik.de/asia/japan/hokkaido-latest.osm.pbf,Hokkaidō
asia,Japan,https://download.geofabrik.de/asia/japan/kansai-latest.osm.pbf,Kansai region (a.k.a. Kinki region)
asia,Japan,https://download.geofabrik.de/asia/japan/kanto-latest.osm.pbf,Kantō region
asia,Japan,https://download.geofabrik.de/asia/japan/kyushu-latest.osm.pbf,Kyūshū
asia,Japan,https://download.geofabrik.de/asia/japan/shikoku-latest.osm.pbf,Shikoku
asia,Japan,https://download.geofabrik.de/asia/japan/tohoku-latest.osm.pbf,Tōhoku region
asia,Jordan,https://download.geofabrik.de/asia/jordan-latest.osm.pbf,
asia,Kazakhstan,https://download.geofabrik.de/asia/kazakhstan-latest.osm.pbf,
asia,Kyrgyzstan,https://download.geofabrik.de/asia/kyrgyzstan-latest.osm.pbf,
asia,Laos,https://download.geofabrik.de/asia/laos-latest.osm.pbf,
asia,Lebanon,https://download.geofabrik.de/asia/lebanon-latest.osm.pbf,
asia,"Malaysia, Singapore, and Brunei",https://download.geofabrik.de/asia/malaysia-singapore-brunei-latest.osm.pbf,
asia,Maldives,https://download.geofabrik.de/asia/maldives-latest.osm.pbf,
asia,Mongolia,https://download.geofabrik.de/asia/mongolia-latest.osm.pbf,
asia,Myanmar (a.k.a. Burma),https://download.geofabrik.de/asia/myanmar-latest.osm.pbf,
asia,Nepal,https://download.geofabrik.de/asia/nepal-latest.osm.pbf,
asia,North Korea,https://download.geofabrik.de/asia/north-korea-latest.osm.pbf,
asia,Pakistan,https://download.geofabrik.de/asia/pakistan-latest.osm.pbf,
asia,Philippines,https://download.geofabrik.de/asia/philippines-latest.osm.pbf,
asia,Russian Federation,https://download.geofabrik.de/asia/russia/central-fed-district-latest.osm.pbf,Central Federal District
asia,Russian Federation,https://download.geofabrik.de/asia/russia/crimean-fed-district-latest.osm.pbf,Crimean Federal District
asia,Russian Federation,https://download.geofabrik.de/asia/russia/far-eastern-fed-district-latest.osm.pbf,Far Eastern Federal District
asia,Russian Federation,https://download.geofabrik.de/asia/russia/north-caucasus-fed-district-latest.osm.pbf,North Caucasus Federal District
asia,Russian Federation,https://download.geofabrik.de/asia/russia/northwestern-fed-district-latest.osm.pbf,Northwestern Federal District
asia,Russian Federation,https://download.geofabrik.de/asia/russia/siberian-fed-district-latest.osm.pbf,Siberian Federal District
asia,Russian Federation,https://download.geofabrik.de/asia/russia/south-fed-district-latest.osm.pbf,South Federal District
asia,Russian Federation,https://download.geofabrik.de/asia/russia/ural-fed-district-latest.osm.pbf,Ural Federal District
asia,Russian Federation,https://download.geofabrik.de/asia/russia/volga-fed-district-latest.osm.pbf,Volga Federal District
asia,South Korea,https://download.geofabrik.de/asia/south-korea-latest.osm.pbf,
asia,Sri Lanka,https://download.geofabrik.de/asia/sri-lanka-latest.osm.pbf,
asia,Syria,https://download.geofabrik.de/asia/syria-latest.osm.pbf,
asia,Taiwan,https://download.geofabrik.de/asia/taiwan-latest.osm.pbf,
asia,Tajikistan,https://download.geofabrik.de/asia/tajikistan-latest.osm.pbf,
asia,Thailand,https://download.geofabrik.de/asia/thailand-latest.osm.pbf,
asia,Turkmenistan,https://download.geofabrik.de/asia/turkmenistan-latest.osm.pbf,
asia,Uzbekistan,https://download.geofabrik.de/asia/uzbekistan-latest.osm.pbf,
asia,Vietnam,https://download.geofabrik.de/asia/vietnam-latest.osm.pbf,
asia,Yemen,https://download.geofabrik.de/asia/yemen-latest.osm.pbf,
australia-oceania,American Oceania,https://download.geofabrik.de/australia-oceania/american-oceania-latest.osm.pbf,
australia-oceania,Australia,https://download.geofabrik.de/australia-oceania/australia-latest.osm.pbf,
australia-oceania,Cook Islands,https://download.geofabrik.de/australia-oceania/cook-islands-latest.osm.pbf,
australia-oceania,Fiji,https://download.geofabrik.de/australia-oceania/fiji-latest.osm.pbf,
australia-oceania,Île de Clipperton,https://download.geofabrik.de/australia-oceania/ile-de-clipperton-latest.osm.pbf,
australia-oceania,Kiribati,https://download.geofabrik.de/australia-oceania/kiribati-latest.osm.pbf,
australia-oceania,Marshall Islands,https://download.geofabrik.de/australia-oceania/marshall-islands-latest.osm.pbf,
australia-oceania,Micronesia,https://download.geofabrik.de/australia-oceania/micronesia-latest.osm.pbf,
australia-oceania,Nauru,https://download.geofabrik.de/australia-oceania/nauru-latest.osm.pbf,
australia-oceania,New Caledonia,https://download.geofabrik.de/australia-oceania/new-caledonia-latest.osm.pbf,
australia-oceania,New Zealand,https://download.geofabrik.de/australia-oceania/new-zealand-latest.osm.pbf,
australia-oceania,Niue,https://download.geofabrik.de/australia-oceania/niue-latest.osm.pbf,
australia-oceania,Palau,https://download.geofabrik.de/australia-oceania/palau-latest.osm.pbf,
australia-oceania,Papua New Guinea,https://download.geofabrik.de/australia-oceania/papua-new-guinea-latest.osm.pbf,
australia-oceania,Pitcairn Islands,https://download.geofabrik.de/australia-oceania/pitcairn-islands-latest.osm.pbf,
australia-oceania,Polynésie française (French Polynesia),https://download.geofabrik.de/australia-oceania/polynesie-francaise-latest.osm.pbf,
australia-oceania,Samoa,https://download.geofabrik.de/australia-oceania/samoa-latest.osm.pbf,
australia-oceania,Solomon Islands,https://download.geofabrik.de/australia-oceania/solomon-islands-latest.osm.pbf,
australia-oceania,Tokelau,https://download.geofabrik.de/australia-oceania/tokelau-latest.osm.pbf,
australia-oceania,Tonga,https://download.geofabrik.de/australia-oceania/tonga-latest.osm.pbf,
australia-oceania,Tuvalu,https://download.geofabrik.de/australia-oceania/tuvalu-latest.osm.pbf,
australia-oceania,Vanuatu,https://download.geofabrik.de/australia-oceania/vanuatu-latest.osm.pbf,
australia-oceania,Wallis et Futuna,https://download.geofabrik.de/australia-oceania/wallis-et-futuna-latest.osm.pbf,
central-america,Bahamas,https://download.geofabrik.de/central-america/bahamas-latest.osm.pbf,
central-america,Belize,https://download.geofabrik.de/central-america/belize-latest.osm.pbf,
central-america,Costa Rica,https://download.geofabrik.de/central-america/costa-rica-latest.osm.pbf,
central-america,Cuba,https://download.geofabrik.de/central-america/cuba-latest.osm.pbf,
central-america,El Salvador,https://download.geofabrik.de/central-america/el-salvador-latest.osm.pbf,
central-america,Guatemala,https://download.geofabrik.de/central-america/guatemala-latest.osm.pbf,
central-america,Haiti and Dominican Republic,https://download.geofabrik.de/central-america/haiti-and-domrep-latest.osm.pbf,
central-america,Honduras,https://download.geofabrik.de/central-america/honduras-latest.osm.pbf,
central-america,Jamaica,https://download.geofabrik.de/central-america/jamaica-latest.osm.pbf,
central-america,Nicaragua,https://download.geofabrik.de/central-america/nicaragua-latest.osm.pbf,
central-america,Panama,https://download.geofabrik.de/central-america/panama-latest.osm.pbf,
europe,Albania,https://download.geofabrik.de/europe/albania-latest.osm.pbf,
europe,Andorra,https://download.geofabrik.de/europe/andorra-latest.osm.pbf,
europe,Austria,https://download.geofabrik.de/europe/austria-latest.osm.pbf,
europe,Azores,https://download.geofabrik.de/europe/azores-latest.osm.pbf,
europe,Belarus,https://download.geofabrik.de/europe/belarus-latest.osm.pbf,
europe,Belgium,https://download.geofabrik.de/europe/belgium-latest.osm.pbf,
europe,Bosnia-Herzegovina,https://download.geofabrik.de/europe/bosnia-herzegovina-latest.osm.pbf,
europe,Bulgaria,https://download.geofabrik.de/europe/bulgaria-latest.osm.pbf,
europe,Croatia,https://download.geofabrik.de/europe/croatia-latest.osm.pbf,
europe,Cyprus,https://download.geofabrik.de/europe/cyprus-latest.osm.pbf,
europe,Czech Republic,https://download.geofabrik.de/europe/czech-republic-latest.osm.pbf,
europe,Denmark,https://download.geofabrik.de/europe/denmark-latest.osm.pbf,
europe,Estonia,https://download.geofabrik.de/europe/estonia-latest.osm.pbf,
europe,Faroe Islands,https://download.geofabrik.de/europe/faroe-islands-latest.osm.pbf,
europe,Finland,https://download.geofabrik.de/europe/finland-latest.osm.pbf,
europe,France,https://download.geofabrik.de/europe/france/alsace-latest.osm.pbf,Alsace
europe,France,https://download.geofabrik.de/europe/france/aquitaine-latest.osm.pbf,Aquitaine
europe,France,https://download.geofabrik.de/europe/france/auvergne-latest.osm.pbf,Auvergne
europe,France,https://download.geofabrik.de/europe/france/basse-normandie-latest.osm.pbf,Basse-Normandie
europe,France,https://download.geofabrik.de/europe/france/bourgogne-latest.osm.pbf,Bourgogne
europe,France,https://download.geofabrik.de/europe/france/bretagne-latest.osm.pbf,Bretagne
europe,France,https://download.geofabrik.de/europe/france/centre-latest.osm.pbf,Centre
europe,France,https://download.geofabrik.de/europe/france/champagne-ardenne-latest.osm.pbf,Champagne Ardenne
europe,France,https://download.geofabrik.de/europe/france/corse-latest.osm.pbf,Corse
europe,France,https://download.geofabrik.de/europe/france/franche-comte-latest.osm.pbf,Franche Comte
europe,France,https://download.geofabrik.de/europe/france/guadeloupe-latest.osm.pbf,Guadeloupe
europe,France,https://download.geofabrik.de/europe/france/guyane-latest.osm.pbf,Guyane
europe,France,https://download.geofabrik.de/europe/france/haute-normandie-latest.osm.pbf,Haute-Normandie
europe,France,https://download.geofabrik.de/europe/france/ile-de-france-latest.osm.pbf,Ile-de-France
europe,France,https://download.geofabrik.de/europe/france/languedoc-roussillon-latest.osm.pbf,Languedoc-Roussillon
europe,France,https://download.geofabrik.de/europe/france/limousin-latest.osm.pbf,Limousin
europe,France,https://download.geofabrik.de/europe/france/lorraine-latest.osm.pbf,Lorraine
europe,France,https://download.geofabrik.de/europe/france/martinique-latest.osm.pbf,Martinique
europe,France,https://download.geofabrik.de/europe/france/mayotte-latest.osm.pbf,Mayotte
europe,France,https://download.geofabrik.de/europe/france/midi-pyrenees-latest.osm.pbf,Midi-Pyrenees
europe,France,https://download.geofabrik.de/europe/france/nord-pas-de-calais-latest.osm.pbf,Nord-Pas-de-Calais
europe,France,https://download.geofabrik.de/europe/france/pays-de-la-loire-latest.osm.pbf,Pays de la Loire
europe,France,https://download.geofabrik.de/europe/france/picardie-latest.osm.pbf,Picardie
europe,France,https://download.geofabrik.de/europe/france/poitou-charentes-latest.osm.pbf,Poitou-Charentes
europe,France,https://download.geofabrik.de/europe/france/provence-alpes-cote-d-azur-latest.osm.pbf,Provence Alpes-Cote-d'Azur
europe,France,https://download.geofabrik.de/europe/france/reunion-latest.osm.pbf,Reunion
europe,France,https://download.geofabrik.de/europe/france/rhone-alpes-latest.osm.pbf,Rhone-Alpes
europe,Georgia,https://download.geofabrik.de/europe/georgia-latest.osm.pbf,
europe,Germany,https://download.geofabrik.de/europe/germany/baden-wuerttemberg-latest.osm.pbf,Baden-Württemberg
europe,Germany,https://download.geofabrik.de/europe/germany/bayern-latest.osm.pbf,Bayern
europe,Germany,https://download.geofabrik.de/europe/germany/berlin-latest.osm.pbf,Berlin
europe,Germany,https://download.geofabrik.de/europe/germany/brandenburg-latest.osm.pbf,Brandenburg (mit Berlin)
europe,Germany,https://download.geofabrik.de/europe/germany/bremen-latest.osm.pbf,Bremen
europe,Germany,https://download.geofabrik.de/europe/germany/hamburg-latest.osm.pbf,Hamburg
europe,Germany,https://download.geofabrik.de/europe/germany/hessen-latest.osm.pbf,Hessen
europe,Germany,https://download.geofabrik.de/europe/germany/mecklenburg-vorpommern-latest.osm.pbf,Mecklenburg-Vorpommern
europe,Germany,https://download.geofabrik.de/europe/germany/niedersachsen-latest.osm.pbf,Niedersachsen (mit Bremen)
europe,Germany,https://download.geofabrik.de/europe/germany/nordrhein-westfalen-latest.osm.pbf,Nordrhein-Westfalen
europe,Germany,https://download.geofabrik.de/europe/germany/rheinland-pfalz-latest.osm.pbf,Rheinland-Pfalz
europe,Germany,https://download.geofabrik.de/europe/germany/saarland-latest.osm.pbf,Saarland
europe,Germany,https://download.geofabrik.de/europe/germany/sachsen-latest.osm.pbf,Sachsen
europe,Germany,https://download.geofabrik.de/europe/germany/sachsen-anhalt-latest.osm.pbf,Sachsen-Anhalt
europe,Germany,https://download.geofabrik.de/europe/germany/schleswig-holstein-latest.osm.pbf,Schleswig-Holstein
europe,Germany,https://download.geofabrik.de/europe/germany/thueringen-latest.osm.pbf,Thüringen
europe,Greece,https://download.geofabrik.de/europe/greece-latest.osm.pbf,
europe,Guernsey and Jersey,https://download.geofabrik.de/europe/guernsey-jersey-latest.osm.pbf,
europe,Hungary,https://download.geofabrik.de/europe/hungary-latest.osm.pbf,
europe,Iceland,https://download.geofabrik.de/europe/iceland-latest.osm.pbf,
europe,Ireland and Northern Ireland,https://download.geofabrik.de/europe/ireland-and-northern-ireland-latest.osm.pbf,
europe,Isle of Man,https://download.geofabrik.de/europe/isle-of-man-latest.osm.pbf,
europe,Italy,https://download.geofabrik.de/europe/italy/centro-latest.osm.pbf,Centro
europe,Italy,https://download.geofabrik.de/europe/italy/isole-latest.osm.pbf,Isole
europe,Italy,https://download.geofabrik.de/europe/italy/nord-est-latest.osm.pbf,Nord-Est
europe,Italy,https://download.geofabrik.de/europe/italy/nord-ovest-latest.osm.pbf,Nord-Ovest
europe,Italy,https://download.geofabrik.de/europe/italy/sud-latest.osm.pbf,Sud
europe,Kosovo,https://download.geofabrik.de/europe/kosovo-latest.osm.pbf,
europe,Latvia,https://download.geofabrik.de/europe/latvia-latest.osm.pbf,
europe,Liechtenstein,https://download.geofabrik.de/europe/liechtenstein-latest.osm.pbf,
europe,Lithuania,https://download.geofabrik.de/europe/lithuania-latest.osm.pbf,
europe,Luxembourg,https://download.geofabrik.de/europe/luxembourg-latest.osm.pbf,
europe,Macedonia,https://download.geofabrik.de/europe/macedonia-latest.osm.pbf,
europe,Malta,https://download.geofabrik.de/europe/malta-latest.osm.pbf,
europe,Moldova,https://download.geofabrik.de/europe/moldova-latest.osm.pbf,
europe,Monaco,https://download.geofabrik.de/europe/monaco-latest.osm.pbf,
europe,Montenegro,https://download.geofabrik.de/europe/montenegro-latest.osm.pbf,
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/drenthe-latest.osm.pbf,Drenthe
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/flevoland-latest.osm.pbf,Flevoland
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/friesland-latest.osm.pbf,Friesland
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/gelderland-latest.osm.pbf,Gelderland
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/groningen-latest.osm.pbf,Groningen
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/limburg-latest.osm.pbf,Limburg
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/noord-brabant-latest.osm.pbf,Noord-Brabant
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/noord-holland-latest.osm.pbf,Noord-Holland
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/overijssel-latest.osm.pbf,Overijssel
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/utrecht-latest.osm.pbf,Utrecht
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/zeeland-latest.osm.pbf,Zeeland
europe,Netherlands,https://download.geofabrik.de/europe/netherlands/zuid-holland-latest.osm.pbf,Zuid-Holland
europe,Norway,https://download.geofabrik.de/europe/norway-latest.osm.pbf,
europe,Poland,https://download.geofabrik.de/europe/poland/dolnoslaskie-latest.osm.pbf,Województwo dolnośląskie(Lower Silesian Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/kujawsko-pomorskie-latest.osm.pbf,Województwo kujawsko-pomorskie(Kuyavian-Pomeranian Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/lodzkie-latest.osm.pbf,Województwo łódzkie(Łódź Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/lubelskie-latest.osm.pbf,Województwo lubelskie(Lublin Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/lubuskie-latest.osm.pbf,Województwo lubuskie(Lubusz Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/malopolskie-latest.osm.pbf,Województwo małopolskie(Lesser Poland Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/mazowieckie-latest.osm.pbf,Województwo mazowieckie(Mazovian Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/opolskie-latest.osm.pbf,Województwo opolskie(Opole Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/podkarpackie-latest.osm.pbf,Województwo podkarpackie(Subcarpathian Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/podlaskie-latest.osm.pbf,Województwo podlaskie(Podlaskie Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/pomorskie-latest.osm.pbf,Województwo pomorskie(Pomeranian Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/slaskie-latest.osm.pbf,Województwo śląskie(Silesian Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/swietokrzyskie-latest.osm.pbf,Województwo świętokrzyskie(Świętokrzyskie Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/warminsko-mazurskie-latest.osm.pbf,Województwo warmińsko-mazurskie(Warmian-Masurian Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/wielkopolskie-latest.osm.pbf,Województwo wielkopolskie(Greater Poland Voivodeship)
europe,Poland,https://download.geofabrik.de/europe/poland/zachodniopomorskie-latest.osm.pbf,Województwo zachodniopomorskie(West Pomeranian Voivodeship)
europe,Portugal,https://download.geofabrik.de/europe/portugal-latest.osm.pbf,
europe,Romania,https://download.geofabrik.de/europe/romania-latest.osm.pbf,
europe,Russian Federation,https://download.geofabrik.de/europe/russia/central-fed-district-latest.osm.pbf,Central Federal District
europe,Russian Federation,https://download.geofabrik.de/europe/russia/crimean-fed-district-latest.osm.pbf,Crimean Federal District
europe,Russian Federation,https://download.geofabrik.de/europe/russia/far-eastern-fed-district-latest.osm.pbf,Far Eastern Federal District
europe,Russian Federation,https://download.geofabrik.de/europe/russia/north-caucasus-fed-district-latest.osm.pbf,North Caucasus Federal District
europe,Russian Federation,https://download.geofabrik.de/europe/russia/northwestern-fed-district-latest.osm.pbf,Northwestern Federal District
